Cycle,Fluorescence,SampleID
1,0.0010040523604748209,Sample_C1
2,0.001021657831461063,Sample_C1
3,0.002314625044781606,Sample_C1
4,0.0048887267966970845,Sample_C1
5,0.0016029685464952253,Sample_C1
6,0.0028544548346014827,Sample_C1
7,0.008401365419370234,Sample_C1
8,0.0192897510211137,Sample_C1
9,0.05745547958248683,Sample_C1
10,0.18551562906411562,Sample_C1
11,0.5989810637236292,Sample_C1
12,1.9015944838935248,Sample_C1
13,5.847331366677048,Sample_C1
14,17.00386377783189,Sample_C1
15,45.27677017892343,Sample_C1
16,106.09942792555007,Sample_C1
17,211.25116682484966,Sample_C1
18,352.2579229914356,Sample_C1
19,499.0844478088457,Sample_C1
20,622.2756208693751,Sample_C1
21,710.2848152892387,Sample_C1
22,766.7518856265641,Sample_C1
23,800.6508406407067,Sample_C1
24,820.2175209895498,Sample_C1
25,831.2626388743267,Sample_C1
26,837.4194390269582,Sample_C1
27,840.8274375852361,Sample_C1
28,842.708668805825,Sample_C1
29,843.7418053533582,Sample_C1
30,844.3094992116847,Sample_C1
31,844.6212100022226,Sample_C1
32,844.7932016013148,Sample_C1
33,844.8866533116587,Sample_C1
34,844.9386418700647,Sample_C1
35,844.967154319466,Sample_C1
36,844.9824835113737,Sample_C1
37,844.9916245750833,Sample_C1
38,844.996194476564,Sample_C1
39,844.997908928903,Sample_C1
40,844.9993007025497,Sample_C1
1,0.0027005879709072157,Sample_C2
2,0.0017819107190982825,Sample_C2
3,0.0011022305904435537,Sample_C2
4,0.00599922641973222,Sample_C2
5,0.0012041455581025117,Sample_C2
6,0.0011081839101474119,Sample_C2
7,0.0015237568166854463,Sample_C2
8,0.0011464040852377595,Sample_C2
9,0.0010025549754632556,Sample_C2
10,0.001241162008405909,Sample_C2
11,0.0010942505063433665,Sample_C2
12,0.001376436364155329,Sample_C2
13,0.001847117756888857,Sample_C2
14,0.00137727696033088,Sample_C2
15,0.0026532180258513386,Sample_C2
16,0.0012723471508256864,Sample_C2
17,0.0010084974170790544,Sample_C2
18,0.00148797959109185,Sample_C2
19,0.0014693185453536555,Sample_C2
20,0.0012094779399685486,Sample_C2
21,0.0014926508084726002,Sample_C2
22,0.0017768133325861025,Sample_C2
23,0.0021170273546363685,Sample_C2
24,0.001010760339327679,Sample_C2
25,0.0011388375066098983,Sample_C2
26,0.002201151100644974,Sample_C2
27,0.003064868273142945,Sample_C2
28,0.001089845673532659,Sample_C2
29,0.0016269141525091782,Sample_C2
30,0.002313084041987549,Sample_C2
31,0.0011338568640211395,Sample_C2
32,0.00213546925843695,Sample_C2
33,0.0010853444656949997,Sample_C2
34,0.0020163130482473367,Sample_C2
35,0.0011354214298140936,Sample_C2
36,0.0014455384790769631,Sample_C2
37,0.002601695667336201,Sample_C2
38,0.006056468220212404,Sample_C2
39,0.017191315372847155,Sample_C2
40,0.05517161393335623,Sample_C2
1,0.001006416677943565,Sample_C3
2,0.0017704764135945792,Sample_C3
3,0.0012247526667428863,Sample_C3
4,0.0027200423773575937,Sample_C3
5,0.0010004988014246183,Sample_C3
6,0.0012037518873141881,Sample_C3
7,0.0024969667999341348,Sample_C3
8,0.0010024357622555307,Sample_C3
9,0.002746026945381046,Sample_C3
10,0.0015293396265189502,Sample_C3
11,0.0010243360421939554,Sample_C3
12,0.0019279112713143423,Sample_C3
13,0.0010279468298917036,Sample_C3
14,0.0016013870360528037,Sample_C3
15,0.001707363305789862,Sample_C3
16,0.003984375293696364,Sample_C3
17,0.001973221446321016,Sample_C3
18,0.0011916842891943004,Sample_C3
19,0.0010637916737315713,Sample_C3
20,0.0013568692664738663,Sample_C3
21,0.002411177110834496,Sample_C3
22,0.00192660568897909,Sample_C3
23,0.0014014529542867803,Sample_C3
24,0.001997444184438117,Sample_C3
25,0.0015442229777648507,Sample_C3
26,0.002176364665181263,Sample_C3
27,0.002714220243939057,Sample_C3
28,0.0016500062106030958,Sample_C3
29,0.001851897207559634,Sample_C3
30,0.0015229382962423533,Sample_C3
31,0.005212655573140356,Sample_C3
32,0.007583203202990783,Sample_C3
33,0.017181705559241228,Sample_C3
34,0.054308564476561724,Sample_C3
35,0.17742321307137565,Sample_C3
36,0.567404087765702,Sample_C3
37,1.8015032086259681,Sample_C3
38,5.535213594846021,Sample_C3
39,16.098380563966938,Sample_C3
40,42.86617660246919,Sample_C3
1,0.0017955252852115485,Sample_C4
2,0.0017118986117395294,Sample_C4
3,0.0014163837612645946,Sample_C4
4,0.0010335012625641356,Sample_C4
5,0.0018651711450342527,Sample_C4
6,0.0015166454664685232,Sample_C4
7,0.0026488219270979587,Sample_C4
8,0.0010084987170345281,Sample_C4
9,0.001100363956620357,Sample_C4
10,0.0012032387503565598,Sample_C4
11,0.0013404747404378652,Sample_C4
12,0.0012761014438943678,Sample_C4
13,0.0010488827459842482,Sample_C4
14,0.0011374778534035876,Sample_C4
15,0.0031845371364731343,Sample_C4
16,0.0024942840956473323,Sample_C4
17,0.005891361903850921,Sample_C4
18,0.017184562128119023,Sample_C4
19,0.05456243798016759,Sample_C4
20,0.1768352755122991,Sample_C4
21,0.5671297142098417,Sample_C4
22,1.8003956795557694,Sample_C4
23,5.535895245190261,Sample_C4
24,16.099348124490934,Sample_C4
25,42.86590993703553,Sample_C4
26,100.44938570267726,Sample_C4
27,200.00117526609245,Sample_C4
28,333.49891273144266,Sample_C4
29,472.50601414442025,Sample_C4
30,589.1368600262133,Sample_C4
31,672.4602689166394,Sample_C4
32,725.9198115562034,Sample_C4
33,758.0118332411832,Sample_C4
34,776.5371710627583,Sample_C4
35,786.9946742742924,Sample_C4
36,792.8231482654176,Sample_C4
37,796.0496945831014,Sample_C4
38,797.8290946288585,Sample_C4
39,798.8081597318333,Sample_C4
40,799.3474125216349,Sample_C4
1,0.0011916628862228224,Sample_C5
2,0.0010392806785228224,Sample_C5
3,0.0016599747551641366,Sample_C5
4,0.0014417340781112062,Sample_C5
5,0.0011374822036397396,Sample_C5
6,0.0015199056711764124,Sample_C5
7,0.0017613833748599543,Sample_C5
8,0.0010706261838608427,Sample_C5
9,0.001123618381224575,Sample_C5
10,0.0010949766754784942,Sample_C5
11,0.0011148784876515538,Sample_C5
12,0.0011036592272793343,Sample_C5
13,0.0015863708077932242,Sample_C5
14,0.0010125811768010994,Sample_C5
15,0.001282569414308157,Sample_C5
16,0.0017247731777367437,Sample_C5
17,0.0011625518820607959,Sample_C5
18,0.0010002004564642055,Sample_C5
